# Parameters: n_bins=90, n_traj=5, diffusion=1, dt=0.005
4.641580000000000000e+05,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.600000000000000000e+01,1.900000000000000000e+01
4.641580000000000000e+05,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,1.700000000000000000e+01,1.600000000000000000e+01,1.900000000000000000e+01,1.500000000000000000e+01,1.800000000000000000e+01
4.641580000000000000e+05,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,5.000000000000000000e+00,7.000000000000000000e+00,1.600000000000000000e+01,1.400000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
4.641580000000000000e+05,7.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,5.000000000000000000e+00,3.000000000000000000e+00,1.400000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
4.641580000000000000e+05,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01
4.641580000000000000e+05,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,1.600000000000000000e+01,1.400000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.600000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,1.300000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,1.700000000000000000e+01,1.400000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.400000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,1.700000000000000000e+01,1.300000000000000000e+01,1.800000000000000000e+01,1.600000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+01,1.900000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.400000000000000000e+01,1.800000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,1.900000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.400000000000000000e+01,1.700000000000000000e+01
1.000000000000000000e+06,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.700000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,1.300000000000000000e+01,1.500000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,1.500000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+01,1.400000000000000000e+01,1.800000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,1.600000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,5.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.400000000000000000e+01,6.000000000000000000e+00,3.000000000000000000e+00,1.300000000000000000e+01,1.600000000000000000e+01,1.900000000000000000e+01,1.700000000000000000e+01,1.500000000000000000e+01,1.800000000000000000e+01
1.000000000000000000e+06,5.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,3.000000000000000000e+00,1.600000000000000000e+01,1.500000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.600000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.500000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,1.300000000000000000e+01,1.400000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.600000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,5.000000000000000000e+00,9.000000000000000000e+00,1.400000000000000000e+01,1.700000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,1.400000000000000000e+01,1.500000000000000000e+01,1.800000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+01,1.400000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+06,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.900000000000000000e+01,1.500000000000000000e+01,1.800000000000000000e+01
